p,detection,mean_nr,mean_se,a_detection,a_det_se,method,n,sig_p,d,nsims,correlated
100,TRUE,0.47,0.0744745906095807,0.35,0.047696960070847276,fdr,30,3,0.95,100,no
100,FALSE,0.04,0.019694638556693237,0.04,0.019595917942265423,fdr,30,3,0.95,100,no
100,TRUE,1.45,0.08804842561071295,0.85,0.035707142142714254,tweedie,30,3,0.95,100,no
100,FALSE,2.41,0.20205759754899771,0.81,0.03923009049186606,tweedie,30,3,0.95,100,no
100,TRUE,0.83,0.09433981132056604,0.51,0.04998999899979995,lasso,30,3,0.95,100,no
100,FALSE,3.06,0.3481030846972741,0.62,0.048538644398046386,lasso,30,3,0.95,100,no
100,TRUE,0.92,0.08370221386594626,0.64,0.048,boruta,30,3,0.95,100,no
100,FALSE,2.5,0.15986105077709065,0.83,0.037563279941985904,boruta,30,3,0.95,100,no
100,TRUE,0.59,0.06830561152391922,0.48,0.049959983987187186,svm,30,3,0.95,100,no
100,FALSE,1.41,0.06830561152391922,0.89,0.031288975694324025,svm,30,3,0.95,100,no
300,TRUE,0.23,0.04682872294787989,0.21,0.0407308237088326,fdr,30,3,0.95,100,no
300,FALSE,0.08,0.030748244591432293,0.07,0.02551470164434615,fdr,30,3,0.95,100,no
300,TRUE,0.95,0.07436600722307894,0.71,0.04537620521815371,tweedie,30,3,0.95,100,no
300,FALSE,2.44,0.2349811941755374,0.84,0.036660605559646724,tweedie,30,3,0.95,100,no
300,TRUE,0.47,0.06583573068132102,0.38,0.048538644398046386,lasso,30,3,0.95,100,no
300,FALSE,2.81,0.3457373908537279,0.67,0.04702127178203499,lasso,30,3,0.95,100,no
300,TRUE,0.52,0.06739001514626733,0.42,0.04935585071701227,boruta,30,3,0.95,100,no
300,FALSE,3.9,0.19924098397912438,0.93,0.02551470164434614,boruta,30,3,0.95,100,no
300,TRUE,0.46,0.05759489315183871,0.42,0.04935585071701227,svm,30,3,0.95,100,no
300,FALSE,2.54,0.05759489315183871,1,0,svm,30,3,0.95,100,no
1000,TRUE,0.07,0.02564323999762428,0.07,0.02551470164434615,fdr,30,3,0.95,100,no
1000,FALSE,0.1,0.03015113445777636,0.1,0.030000000000000002,fdr,30,3,0.95,100,no
1000,TRUE,0.69,0.07613783354528612,0.52,0.049959983987187186,tweedie,30,3,0.95,100,no
1000,FALSE,2.5,0.17552230857666157,0.9,0.03,tweedie,30,3,0.95,100,no
1000,TRUE,0.35,0.06092717958449424,0.28,0.0448998886412873,lasso,30,3,0.95,100,no
1000,FALSE,2.85,0.38934677228777576,0.57,0.04950757517794625,lasso,30,3,0.95,100,no
1000,TRUE,0.38,0.05993262210114948,0.32,0.0466476151587624,boruta,30,3,0.95,100,no
1000,FALSE,5.93,0.20163723802307887,0.99,0.009949874371066205,boruta,30,3,0.95,100,no
1000,TRUE,0.57,0.06396811074214395,0.49,0.04998999899979995,svm,30,3,0.95,100,no
1000,FALSE,9.43,0.06396811074214395,1,0,svm,30,3,0.95,100,no
3000,TRUE,0.05,0.026111648393354676,0.04,0.019595917942265423,fdr,30,3,0.95,100,no
3000,FALSE,0.02,0.014070529413628968,0.02,0.014,fdr,30,3,0.95,100,no
3000,TRUE,0.45,0.06092717958449424,0.39,0.048774993593028795,tweedie,30,3,0.95,100,no
3000,FALSE,2.15,0.171961353421945,0.86,0.03469870314579494,tweedie,30,3,0.95,100,no
3000,TRUE,0.13,0.03666666666666667,0.12,0.03249615361854384,lasso,30,3,0.95,100,no
3000,FALSE,2.39,0.33239109251578686,0.58,0.04935585071701227,lasso,30,3,0.95,100,no
3000,TRUE,0.24,0.04292346959909278,0.24,0.04270831300812525,boruta,30,3,0.95,100,no
3000,FALSE,7.26,0.24355116858100212,0.99,0.009949874371066205,boruta,30,3,0.95,100,no
3000,TRUE,0.67,0.06824643402827549,0.56,0.04963869458396342,svm,30,3,0.95,100,no
3000,FALSE,29.33,0.06824643402827549,1,0,svm,30,3,0.95,100,no
10000,TRUE,0.02,0.02,0.01,0.0099498743710662,fdr,30,3,0.95,100,no
10000,FALSE,0.04,0.019694638556693237,0.04,0.019595917942265423,fdr,30,3,0.95,100,no
10000,TRUE,0.34,0.0589812502307969,0.28,0.0448998886412873,tweedie,30,3,0.95,100,no
10000,FALSE,2.76,0.2287957052644886,0.89,0.031288975694324025,tweedie,30,3,0.95,100,no
10000,TRUE,0.04,0.024287836253956217,0.03,0.01705872210923198,lasso,30,3,0.95,100,no
10000,FALSE,2.27,0.34255575377512554,0.62,0.048538644398046386,lasso,30,3,0.95,100,no
10000,TRUE,0.13,0.04181488788081164,0.1,0.030000000000000002,boruta,30,3,0.95,100,no
10000,FALSE,8.86,0.308472941366914,0.99,0.009949874371066205,boruta,30,3,0.95,100,no
10000,TRUE,0.69,0.0706320670013903,0.57,0.04950757517794625,svm,30,3,0.95,100,no
10000,FALSE,99.31,0.0706320670013903,1,0,svm,30,3,0.95,100,no
