p,test_auc,test_auc_se,data_auc,auc_bias,auc_bias_se,auc_sd,auc_sd_se,method,pop_auc,pop_auc_se,n,sig_p,d,nsims
100,0.7159200083542189,0.01423868963751555,NA,NA,NA,0.045026690150786426,0.010612892646668872,fdr,NA,NA,76,10,0.7,10
100,0.6555421977403402,0.02289416587676084,NA,NA,NA,0.07239770930027002,0.017064303729531105,tweedie,NA,NA,76,10,0.7,10
100,0.7952662721893491,0.022818390317916482,NA,-0.016835411810652356,0.016856633436938256,0.07215808594334974,0.017007823962661435,lasso,0.8121016840000015,0.019297771861900445,76,10,0.7,10
100,0.6807692307692308,0.03717948717948718,NA,0.020299230769230747,0.024045391642419634,0.11757186172420898,0.02771195356730509,boruta,0.66047,0.021289095017559264,76,10,0.7,10
100,0.6538461538461539,0.02627423273322973,NA,0.007556153846153868,0.017736836088712946,0.08308641921035716,0.019583656816050593,svm,0.64629,0.014297936525558117,76,10,0.7,10
300,0.759298245614035,0.010215061993735387,NA,NA,NA,0.03230286234002448,0.007613857670788954,fdr,NA,NA,76,10,0.7,10
300,0.6404573934837092,0.020734870114449074,NA,NA,NA,0.06556941654941528,0.015454859693512329,tweedie,NA,NA,76,10,0.7,10
300,0.7585798816568047,0.033977758236921264,NA,-0.0023089343431968888,0.0282520650076586,0.10744710581521826,0.02532552571360312,lasso,0.7608888160000016,0.014685759465168998,76,10,0.7,10
300,0.6192307692307693,0.027764625420138096,NA,-0.057179230769230746,0.02899840393372513,0.08779945470904581,0.020694529936415816,boruta,0.67641,0.013163294504880695,76,10,0.7,10
300,0.5692307692307692,0.03181967601536116,NA,-0.059129230769230774,0.025856213137095817,0.1006226506171722,0.023716986197455735,svm,0.62836,0.011897022970287805,76,10,0.7,10
1000,0.737390350877193,0.03129393868332917,NA,NA,NA,0.0885126250120723,0.02365599408565516,fdr,NA,NA,76,10,0.7,10
1000,0.7056265664160402,0.020833897706565924,NA,NA,NA,0.06588256929170666,0.015528670502719461,tweedie,NA,NA,76,10,0.7,10
1000,0.6520710059171597,0.043057700662342595,NA,-0.0015508300828393218,0.03642821037667264,0.13616040490274323,0.03209331521194526,lasso,0.653621835999999,0.026497353823225753,76,10,0.7,10
1000,0.6230769230769231,0.030769230769230757,NA,0.018666923076923053,0.02406215357734527,0.09730085108210394,0.022934030538459375,boruta,0.60441,0.02211668274302354,76,10,0.7,10
1000,0.5769230769230769,0.03803178711331109,NA,-0.004986923076923139,0.028352065139930854,0.1202670707647033,0.02834722043038803,svm,0.58191,0.020129593747625525,76,10,0.7,10
3000,0.7675438596491229,0.021665068482856972,NA,NA,NA,0.05306836302545326,0.016781689885709647,fdr,NA,NA,76,10,0.7,10
3000,0.7057922584238374,0.02221639919862298,NA,NA,NA,0.06664919759586894,0.016662299398967236,tweedie,NA,NA,76,10,0.7,10
3000,0.6251479289940829,0.04452102970139372,NA,-0.024559323005916966,0.028078468608656034,0.14078785763241025,0.03318401628020118,lasso,0.6497072519999998,0.026865725087512896,76,10,0.7,10
3000,0.5961538461538461,0.0394113490998446,NA,-0.0013861538461538482,0.042268119811504946,0.12462962881553577,0.0293754852240759,boruta,0.59754,0.017221712393887492,76,10,0.7,10
3000,0.5769230769230769,0.019015893556655544,NA,-0.01965692307692305,0.018710537985041423,0.06013353538235166,0.014173610215194017,svm,0.59658,0.008569555933004278,76,10,0.7,10
10000,0.7719298245614036,0.008771929824561394,NA,NA,NA,0.015193428136569083,0.007596714068284541,fdr,NA,NA,76,10,0.7,10
10000,0.7289230019493177,0.029833259602554774,NA,NA,NA,0.08949977880766433,0.02237494470191608,tweedie,NA,NA,76,10,0.7,10
10000,0.5763313609467455,0.03967832014037374,NA,0.013145284946745755,0.03422477269878717,0.12547386537291297,0.029574473688958235,lasso,0.5631860759999998,0.024600148254632838,76,10,0.7,10
10000,0.5230769230769231,0.02878197989826108,NA,-0.007523076923076954,0.032191007785537254,0.09101661204768638,0.021452821193181423,boruta,0.5306000000000001,0.011557902539436435,76,10,0.7,10
10000,0.5153846153846154,0.023778508962809492,NA,-0.04007538461538459,0.022353493647257947,0.07519424768520604,0.017723454148143348,svm,0.55546,0.0062597337536565165,76,10,0.7,10
